"DR_Number","Date_Reported","Date_Occurred","Time_Occurred","Area_ID","Area_Name","Reporting_District_Num","Priority_Code","Crime_Code","Crime_Code_Description","MO_Codes","Victim_Age","Victim_Sex","Victim_Descent","Premise_Code","Premise_Description","Weapon_Used_Code","Weapon_Description","Status_Code","Status_Description","Crime_Address","Cross_Street","latitude","longitude"
192006844,"2019-02-27","2019-02-27",200,20,"Olympic",2015,1,330,"BURGLARY FROM VEHICLE","0358 1609 1307 0344 0352 1221",31,"F","H",103,"ALLEY","N/A","N/A","IC","Invest Cont","100 N  NEW HAMPSHIRE                AV","N/A",34.0727,-118.293
191805136,"2019-01-18","2019-01-18",2200,18,"Southeast",1871,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED","1822 1601",30,"M","H",101,"STREET","N/A","N/A","IC","Invest Cont","14600 S  DENVER                       AV","N/A",33.8996,-118.284
191112190,"2019-06-18","2019-06-15",1450,11,"Northeast",1132,1,330,"BURGLARY FROM VEHICLE","1609 0344 0358 1307",54,"F","W",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","GLENDALE                     BL","ROWENA                       AV",34.1072,-118.263
191107703,"2019-03-20","2019-03-14",2230,11,"Northeast",1126,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","344",32,"F","W",210,"RESTAURANT/FAST FOOD","N/A","N/A","IC","Invest Cont","5100    YORK                         BL","N/A",34.1211,-118.205
190409190,"2019-04-29","2019-04-22",2340,4,"Hollenbeck",455,1,210,"ROBBERY","0334 0344 0371 0355 0906",22,"M","W",101,"STREET","207","OTHER KNIFE","IC","Invest Cont","BREED","CHAVEZ",34.0512,-118.209
191215851,"2019-06-11","2019-06-11",1700,12,"77th Street",1215,1,761,"BRANDISH WEAPON","0334 0554",18,"M","H",501,"SINGLE FAMILY DWELLING","211","AXE","IC","Invest Cont","5200 S  NORMANDIE                    AV","N/A",33.9951,-118.3
191519433,"2019-10-24","2019-10-23",2015,15,"N Hollywood",1548,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0601 0913 0447 1414 1810 0400 0444",35,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","221","GLASS","AO","Adult Other","5200    RIVERTON                     AV","N/A",34.1649,-118.365
191510473,"2019-05-05","2019-05-04",100,15,"N Hollywood",1595,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344 1202",69,"M","W",104,"DRIVEWAY","N/A","N/A","IC","Invest Cont","3800    BLUE CANYON                  DR","N/A",34.1374,-118.386
201104221,"2020-01-06","2020-01-04",1400,11,"Northeast",1186,1,330,"BURGLARY FROM VEHICLE","0344 0358 1307 1822",26,"M","H",101,"STREET","N/A","N/A","IC","Invest Cont","800    ACADEMY                      RD","N/A",34.0828,-118.237
191617416,"2019-12-08","2019-08-03",2235,16,"Foothill",1684,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","344",43,"M","O",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","11900    STAGG                        ST","N/A",34.2121,-118.392
191308117,"2019-03-16","2019-03-16",1430,13,"Newton",1367,1,350,"THEFT, PERSON","0344 0602 0554 0907 1251 1259 0416",17,"F","H",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","4500    ALAMEDA","N/A",33.9987,-118.239
191504151,"2019-01-04","2019-01-03",1300,15,"N Hollywood",1522,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 1268 0319 1313 0416",52,"M","O",108,"PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","6800    COLDWATER CANYON             AV","N/A",34.1936,-118.417
191415499,"2019-07-05","2019-07-05",1030,14,"Pacific",1488,1,330,"BURGLARY FROM VEHICLE","0344 1307 1300 1609",38,"M","W",210,"RESTAURANT/FAST FOOD","N/A","N/A","IC","Invest Cont","8600    BELLANCA                     AV","N/A",33.9599,-118.381
190209482,"2019-04-09","2019-04-08",900,2,"Rampart",204,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","344",28,"M","W",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","1000    MYRA                         AV","N/A",34.0896,-118.285
190508100,"2019-04-04","2019-04-04",1500,5,"Harbor",585,1,761,"BRANDISH WEAPON","334",26,"F","O",103,"ALLEY","106","UNKNOWN FIREARM","AO","Adult Other","1000 W  21ST                         ST","N/A",33.7252,-118.299
192016049,"2019-08-30","2019-08-30",2250,20,"Olympic",2019,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 2004 0416 0446 0419 0448 1814",38,"F","B",503,"HOTEL","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","200    SILVER LAKE                  BL","N/A",34.0764,-118.287
191425396,"2019-12-12","2019-12-09",1830,14,"Pacific",1456,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344 1300 1606",29,"F","W",707,"GARAGE/CARPORT","N/A","N/A","IC","Invest Cont","4200    LINDBLADE                    DR","N/A",33.9953,-118.421
190218321,"2019-09-12","2019-09-12",2040,2,"Rampart",289,1,761,"BRANDISH WEAPON","0446 0334 0342 0906 0371 0416 1309 0302 1822",24,"M","H",108,"PARKING LOT","102","HAND GUN","IC","Invest Cont","1500 W  PICO                         BL","N/A",34.0453,-118.274
191813542,"2019-06-04","2019-06-04",1130,18,"Southeast",1804,2,627,"CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","0444 0913 1257",3,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","800 E  88TH                         PL","N/A",33.9583,-118.26
201711464,"2020-07-23","2020-07-23",750,17,"Devonshire",1771,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0913 1803",49,"M","H",213,"WAREHOUSE","511","VERBAL THREAT","AO","Adult Other","20300    PLUMMER                      ST","N/A",34.2427,-118.576
191415440,"2019-07-02","2019-07-02",1500,14,"Pacific",1407,2,624,"BATTERY - SIMPLE ASSAULT","0381 0417",37,"F","H",249,"NURSERY/FLOWER SHOP","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","9900    VENICE                       BL","N/A",34.0233,-118.399
191015239,"2019-09-19","2019-09-19",1320,10,"West Valley",1001,2,946,"OTHER MISCELLANEOUS CRIME","0443 2024",29,"M","H",721,"HIGH SCHOOL","511","VERBAL THREAT","IC","Invest Cont","8100    VANALDEN                     AV","N/A",34.2175,-118.549
191509889,"2019-04-13","2019-04-13",2005,15,"N Hollywood",1543,2,762,"LEWD CONDUCT","0528 1822 0910 2049 2051 1253",41,"M","H",869,"MTA - ORANGE LINE - LAUREL CANYON","N/A","N/A","IC","Invest Cont","CHANDLER                     BL","LAUREL CANYON                BL",34.1687,-118.396
190209661,"2019-04-14","2019-04-14",300,2,"Rampart",257,1,210,"ROBBERY","1309 1308 0334 0344 1312 0302",27,"M","B",101,"STREET","102","HAND GUN","IC","Invest Cont","1500    WILSHIRE                     BL","N/A",34.0546,-118.268
190125265,"2019-10-16","2019-10-16",2030,1,"Central",163,1,220,"ATTEMPTED ROBBERY","1501 0416 1202 2004 1822 0910",65,"F","H",102,"SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","7TH","SPRING",34.0449,-118.253
190310364,"2019-04-05","2019-04-04",530,3,"Southwest",397,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1822 0337 1906",54,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","1100 W  VERNON                       AV","N/A",34.0073,-118.298
192119604,"2019-12-04","2019-12-04",1300,21,"Topanga",2156,2,354,"THEFT OF IDENTITY","1822",59,"F","B",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","6300    CANOGA                       AV","N/A",34.1865,-118.602
191108707,"2019-04-08","2019-04-07",200,11,"Northeast",1181,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1202 1300",63,"M","W",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","1100    WATERLOO                     ST","N/A",34.0787,-118.267
191804551,"2019-01-11","2019-01-10",1900,18,"Southeast",1804,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","329",72,"F","B",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","700 E  88TH                         PL","N/A",33.9583,-118.26
200505404,"2020-02-03","2019-12-25",1200,5,"Harbor",507,2,354,"THEFT OF IDENTITY","1822",35,"M","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","1400    228TH                        ST","N/A",33.819,-118.301
201104725,"2020-01-18","2020-01-17",1920,11,"Northeast",1123,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0445 1822 0400",33,"M","H",210,"RESTAURANT/FAST FOOD","216","SCISSORS","IC","Invest Cont","2900    LOS FELIZ                    BL","N/A",34.1265,-118.263
201204631,"2020-01-09","2020-01-09",2030,12,"77th Street",1218,1,210,"ROBBERY","0344 0342 1309 0337 0334 0312 1822 1310",37,"M","H",101,"STREET","109","SEMI-AUTOMATIC PISTOL","IC","Invest Cont","56TH                         ST","FIGUEROA",33.9915,-118.283
201204793,"2020-01-08","2020-01-03",1900,12,"77th Street",1266,2,812,"CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","0913 0416 1259 1251",15,"F","H",122,"VEHICLE, PASSENGER/TRUCK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","600 W  82ND                         ST","N/A",33.9661,-118.285
201206625,"2020-02-06","2020-02-05",1230,12,"77th Street",1211,2,624,"BATTERY - SIMPLE ASSAULT","1824 1259 1251 0913 1815 0305 0416 0411 2024",15,"F","B",721,"HIGH SCHOOL","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","5700    CRENSHAW                     BL","N/A",33.9909,-118.331
201305393,"2020-01-25","2020-01-25",1,13,"Newton",1313,1,330,"BURGLARY FROM VEHICLE","1609 1822 1307 0344 0329",26,"M","B",101,"STREET","N/A","N/A","IC","Invest Cont","WALL","WASHINGTON",34.029,-118.26
202107679,"2020-03-24","2020-03-24",700,21,"Topanga",2141,1,310,"BURGLARY","1822 0344 0314 1202",88,"M","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","6400    VALLEY CIRCLE                BL","N/A",34.1864,-118.656
201508005,"2020-03-25","2020-03-22",1930,15,"N Hollywood",1512,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","394",27,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","12700    GAULT                        ST","N/A",34.1994,-118.41
201505095,"2020-01-23","2020-01-10",1200,15,"N Hollywood",1585,2,354,"THEFT OF IDENTITY","0377 1822",31,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","11100    AQUA VISTA                   ST","N/A",34.145,-118.372
201009733,"2020-04-28","2020-04-28",2300,10,"West Valley",1003,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0342 0416 0417 0431 0605 1309 1822 2029 0919 0906",24,"F","O",103,"ALLEY","512","MACE/PEPPER SPRAY","AO","Adult Other","SATICOY","RESEDA",34.2084,-118.536
201604437,"2020-01-12","2020-01-11",2100,16,"Foothill",1663,1,330,"BURGLARY FROM VEHICLE","344",27,"F","H",101,"STREET","N/A","N/A","IC","Invest Cont","9000    RINCON                       AV","N/A",34.2326,-118.403
201804629,"2020-01-13","2020-01-13",1140,18,"Southeast",1822,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1215 0400 0913 0943 1402",18,"F","B",102,"SIDEWALK","114","AIR PISTOL/REVOLVER/RIFLE/BB GUN","AA","Adult Arrest","FIGUEROA","103RD                        ST",33.9431,-118.283
201109796,"2020-05-27","2020-05-26",1600,11,"Northeast",1148,1,210,"ROBBERY","0344 1202 0302 0305 0334 0340 0355 2049 2051",71,"F","H",101,"STREET","109","SEMI-AUTOMATIC PISTOL","IC","Invest Cont","SYCAMORE                     TR","FIGUEROA                     ST",34.1051,-118.211
201905080,"2020-01-26","2020-01-26",55,19,"Mission",1985,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0417 2000 1814 0416",18,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","8700    TOBIAS                       AV","N/A",34.2279,-118.452
202004254,"2020-01-06","2020-01-05",900,20,"Olympic",2042,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344 0385",36,"F","H",101,"STREET","N/A","N/A","IC","Invest Cont","800 S  GRAMERCY                     DR","N/A",34.0581,-118.312
202004480,"2020-01-10","2020-01-10",2310,20,"Olympic",2024,2,624,"BATTERY - SIMPLE ASSAULT","0416 0446 2014",57,"M","A",122,"VEHICLE, PASSENGER/TRUCK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","KINGSLEY                     DR","5TH                          ST",34.0654,-118.303
201708595,"2020-04-28","2020-04-28",1418,17,"Devonshire",1753,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1813 0444",38,"F","W",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","10000    COMANCHE                     AV","N/A",34.2519,-118.572
202005567,"2020-02-03","2020-02-02",1500,20,"Olympic",2023,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","2004 1221 0342 0352 0913 0344 0321",45,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","300 S  HOBART                       BL","N/A",34.069,-118.305
200210643,"2020-05-25","2020-05-25",2030,2,"Rampart",233,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0913 2000 1814 0416 0447 1309",28,"F","H",102,"SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","100 N  BENTON                       WY","N/A",34.0699,-118.278
201209752,"2020-03-24","2020-03-24",2100,12,"77th Street",1203,1,761,"BRANDISH WEAPON","1206 1810 0913 0603 0334 0416",56,"M","B",517,"MISSIONS/SHELTERS","312","PIPE/METAL PIPE","IC","Invest Cont","1700 W  VERNON                       AV","N/A",34.0037,-118.309
201808727,"2020-03-25","2020-03-25",900,18,"Southeast",1839,2,901,"VIOLATION OF RESTRAINING ORDER","1202 0360 0345 0602 2038 0913",86,"M","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","10500    WEIGAND                      AV","N/A",33.9406,-118.23
201506154,"2020-02-13","2020-02-12",1400,15,"N Hollywood",1512,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","1300 0344",47,"M","O",104,"DRIVEWAY","N/A","N/A","IC","Invest Cont","7100    ALCOVE                       AV","N/A",34.1992,-118.413
200107266,"2020-02-16","2020-02-15",1900,1,"Central",192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","329",38,"M","B",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","HOPE                         ST","CAMERON",34.0391,-118.266
200106912,"2020-02-11","2020-02-07",815,1,"Central",143,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","1822 0344",25,"F","H",403,"DRUG STORE","N/A","N/A","IC","Invest Cont","400 S  BROADWAY","N/A",34.0495,-118.249
201105767,"2020-02-07","2020-01-24",1340,11,"Northeast",1183,2,664,"BUNCO, PETTY THEFT","0913 1501",36,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","1400    LOGAN                        ST","N/A",34.0784,-118.258
200811029,"2020-06-23","2020-05-29",1600,8,"West LA",892,2,354,"THEFT OF IDENTITY","0100 0923",25,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","2400    SAWTELLE                     BL","N/A",34.0346,-118.438
200205987,"2020-02-10","2020-01-25",2100,2,"Rampart",249,1,330,"BURGLARY FROM VEHICLE","0344 1307 1609 0329",53,"F","B",707,"GARAGE/CARPORT","N/A","N/A","IC","Invest Cont","1000    WILSHIRE                     BL","N/A",34.052,-118.262
200905962,"2020-02-13","2020-02-12",2310,9,"Van Nuys",919,2,624,"BATTERY - SIMPLE ASSAULT","0416 0444",34,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","13600    SHERMAN                      WY","N/A",34.2012,-118.429
201806526,"2020-02-13","2020-02-13",900,18,"Southeast",1822,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 0913 1814 1310 0416 0419 1309",31,"F","B",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","98TH","BROADWAY",33.9474,-118.278
200305552,"2020-01-23","2020-01-22",1230,3,"Southwest",361,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0432 0422 0443 0361 1202 2024",61,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","511","VERBAL THREAT","AO","Adult Other","4000    NICOLET                      AV","N/A",34.0171,-118.353
201206871,"2020-02-10","2020-02-08",2030,12,"77th Street",1257,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","344",52,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","7700 S  BROADWAY","N/A",33.9693,-118.285
201317148,"2020-09-18","2020-09-17",2200,13,"Newton",1344,1,210,"ROBBERY","0344 0416 1822",47,"M","H",108,"PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","400 E  42ND                         PL","N/A",34.0078,-118.264
200805747,"2020-02-09","2020-02-06",1,8,"West LA",852,1,310,"BURGLARY","1822 1420 0344",37,"M","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","1500    GRANVILLE                    AV","N/A",34.0429,-118.458
200307086,"2020-02-19","2020-02-19",1200,3,"Southwest",305,1,320,"BURGLARY, ATTEMPTED","0216 0329 1822",44,"M","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","2500    HILLCREST                    DR","N/A",34.0332,-118.342
200706375,"2020-02-17","2020-02-08",1200,7,"Wilshire",735,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","1601 0344",33,"M","W",120,"STORAGE SHED","N/A","N/A","IC","Invest Cont","5300 W  8TH                          ST","N/A",34.0633,-118.347
200605208,"2020-01-27","2020-01-27",1200,6,"Hollywood",648,2,900,"VIOLATION OF COURT ORDER","0913 2038 0561",54,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","5600    HAROLD                       WY","N/A",34.0993,-118.311
200610642,"2020-05-25","2020-05-24",1725,6,"Hollywood",656,2,354,"THEFT OF IDENTITY","0930 0935 0929 0922 1822",29,"M","H",210,"RESTAURANT/FAST FOOD","N/A","N/A","IC","Invest Cont","1000    SEWARD                       ST","N/A",34.0889,-118.333
201006254,"2020-02-20","2020-02-20",1845,10,"West Valley",1025,2,624,"BATTERY - SIMPLE ASSAULT","1202 0329 0429 0446 1266 1822 0400 0416",72,"M","O",108,"PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","6800    CANBY                        AV","N/A",34.1939,-118.535
201306341,"2020-02-10","2020-01-30",1100,13,"Newton",1321,1,220,"ATTEMPTED ROBBERY","1822 0910 0337 1501 0416 2004",62,"F","H",801,"MTA BUS","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","WASHINGTON                   BL","BROADWAY",34.0316,-118.266
201706151,"2020-02-19","2020-01-19",1500,17,"Devonshire",1764,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1300",57,"M","B",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","9300    TAMPA                        AV","N/A",34.244,-118.558
200307233,"2020-02-23","2020-02-23",1910,3,"Southwest",395,2,624,"BATTERY - SIMPLE ASSAULT","0416 0446 0552",29,"M","H",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","4100 S  HOBART                       BL","N/A",34.0093,-118.308
200804229,"2020-01-06","2020-01-06",700,8,"West LA",842,2,624,"BATTERY - SIMPLE ASSAULT","0400 0448 0444 0561",50,"F","B",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","11600    TEXAS                        AV","N/A",34.0483,-118.457
201500694,"2020-03-23","2020-03-23",900,15,"N Hollywood",1513,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1402 2004 0443 2002 0334 1822 2036 0319",32,"M","O",301,"GAS STATION","200","KNIFE WITH BLADE 6INCHES OR LESS","AA","Adult Arrest","7200    WHITSETT                     AV","N/A",34.2012,-118.405
201306659,"2020-02-17","2020-02-17",1450,13,"Newton",1353,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1402 0416 0913",34,"M","H",501,"SINGLE FAMILY DWELLING","500","UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other","4600    WADSWORTH                    AV","N/A",34.0018,-118.259
202006590,"2020-02-23","2020-02-22",200,20,"Olympic",2019,1,330,"BURGLARY FROM VEHICLE","1822 2032 0344 1307",36,"F","O",101,"STREET","N/A","N/A","IC","Invest Cont","100 N  WESTMORELAND                 AV","N/A",34.0735,-118.288
200505778,"2020-02-11","2020-02-11",730,5,"Harbor",501,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","1300 0344 0385",41,"M","O",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","700 W  182ND                        ST","N/A",33.8698,-118.286
201005584,"2020-02-05","2020-02-05",1042,10,"West Valley",1047,1,330,"BURGLARY FROM VEHICLE","1202 1609 0377 1822 0329 0344",68,"F","O",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","17000    BURBANK                      BL","N/A",34.1723,-118.503
200917336,"2020-11-16","2020-11-16",1300,9,"Van Nuys",941,1,310,"BURGLARY","0344 1822",23,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","5700    COLUMBUS                     AV","N/A",34.1744,-118.464
202006349,"2020-02-18","2020-02-17",1900,20,"Olympic",2016,1,330,"BURGLARY FROM VEHICLE","1822 2032 0344",50,"M","H",707,"GARAGE/CARPORT","N/A","N/A","IC","Invest Cont","100 S  MARIPOSA                     AV","N/A",34.0728,-118.299
201508116,"2020-03-28","2020-03-28",325,15,"N Hollywood",1591,1,210,"ROBBERY","0334 0216 1822 0342 0315 0337 0302 0344",64,"M","O",301,"GAS STATION","102","HAND GUN","IC","Invest Cont","12800    VENTURA                      BL","N/A",34.1448,-118.412
